season,episode,narrator,line
6,8,janine:, it's a curling iron.
6,8,joey:," ohh, well, that's ok then. but, okay my towels for instance. i come in to the bathroom here and my towel is not on the floor where keep it. it's up here on some hook..and 'smells different."
6,8,janine:, it's clean.
6,8,joey:," yeah, well, it feels different."
6,8,janine:, it's dry.
6,8,joey:," alright, i can make my peace with the clean dry towels 'also what is with these chips you bought?"
6,8,janine:," no no no no, it's potpourri. you're supposed to smell it. "
6,8,joey:, well that's like summer in a bowl. 
6,8,rachel:," oh, kim, hi. "
6,8,kim:, uhh huh.
6,8,rachel:," so you know, i 'i handed in that marketing report and i never got to hear what you thought."
6,8,kim:, i didn't read it.
6,8,rachel:," ahh '.so 'wow 'the spring line, it's really going to be great this year, huh?"
6,8,kim:, yeah.
6,8,rachel:, so i hear the ralph lauren fooled around with someone in the copy room. 
6,8,kim:, tell me everything. 
6,8,ross:, hey.
6,8,ross:, what's up? 
6,8,chandler:, you know 'oh my god.
6,8,monica:, what happened to your teeth.
6,8,ross:, i whitened them.
6,8,chandler:, really.
6,8,ross:, yeah. what do you think.
6,8,monica:," well, i think i shouldn't look directly at them."
6,8,ross:," come on, seriously."
6,8,monica:," ross they're really, really, really white."
6,8,chandler:," yeah, what was wrong with your old 'human teeth."
6,8,ross:," ahh, i i did leave the gel on a little longer then it said to."
6,8,monica:, how much longer?
6,8,ross:, a a day.
6,8,monica:, ross you know that tonight is your date with hillary?
6,8,ross:," i know. that's why i did it. come on, are they really that bad?"
6,8,chandler:," no, no no no. you'll be fine. hillary's bind, right?"
6,8,monica:, she will be after tonight.
6,8,chandler:, yeah. 
6,8,ross:," oh, hey, hey rach, do you notice anything..ahh '"
6,8,rachel:," yeah. your teeth? yes, i saw them from outside. you guys are never going to believe this. but, phoebe made out with ralph lauren."
6,8,chandler:, what???
6,8,monica:, oh my god.
6,8,rachel:," yeah i know. she ran into him at my office and they just 'made out. and the craziest thing is, now my boss likes me because i told her about it and she said it was the best gossip she'd heard all year."
6,8,chandler:, i am proud of all my friends today.
6,8,monica:," my god, rachel, i can't believe phoebe made out with ralph lauren. ohh, i'm so jealous. "
6,8,chandler:," hi, i'm chandler. your live in boy"
6,8,monica:," chandler, please, come on. look at him. "
6,8,chandler:," oh, i am no women, but that is one tasty dish. "
6,8,phoebe:," hey. here. ohh, who's the silver fox?"
6,8,rachel:," that that is your make out buddy. don't you recognize him? oh wait. ohh, phoebe i love you. kiss me please."
6,8,phoebe:, that's not ralph lauren. sounds like him though.
6,8,rachel:, what?
6,8,phoebe:," yeah, no, ralph doesn't look anything like that guy. he's he's young and he's got long hair and a beard and a hacky sack."
6,8,rachel:," oh my god, phoebe, that's not ralph lauren. that's kenny the copy guy."
6,8,phoebe:, what?
6,8,rachel:," oh..go..oh..and i told my boss that someone made out with ralph lauren. if she finds out that i lied to her, she is going to hate me even more. phoebe!!"
6,8,phoebe:, why would the copy guy say he was ralph lauren?
6,8,rachel:, to get you to make out with him!!!
6,8,phoebe:, ohhh. 
6,8,monica:," okay, maybe this will make your teeth look less white. nope. okay, colors that don't work are blue, yellow, green, red, black, white, orange, and purple."
6,8,ross:, i don't know what i'm going to do. that date starts in like an hour.
6,8,monica:," hey ross, maybe if your skin was lighter. your teeth wouldn't look so bright."
6,8,ross:, oh great. so all i need to do is get some new skin. thank you.
6,8,monica:," i'm just saying, if we put just a little bit of makeup on you."
6,8,ross:, whoa. whoa. whoa. we're not 13 anymore.
6,8,monica:, ross this is the only thing left that has a shot at working.
6,8,ross:," but, won't she notice i have makeup on?"
6,8,monica:, please. half the guys out there have makeup on.
6,8,ross:, what??
6,8,monica:," all right, half the people. i mean, just try it and see."
6,8,ross:, no. i am not putting on makeup. 
6,8,phoebe:, hello. oh good. ross could you put up some of these flyers for me? oh!! demon!! demon!! 
6,8,monica:, now are drawers will smell nice and we didn't waste these pantyhose.
6,8,chandler:," yes, god forbid we throw out old underwear. you you know what? i'm going to go over to joey's."
6,8,monica:," wait, we're supposed to organize the wrapping paper drawer."
6,8,chandler:," yes, but i feel like i've really gotten in touch with my feminine side enough today. you know. in fact i think we're two sachets away from becoming a lesbian couple."
6,8,monica:," you know what? this has been kind of a girlie day. you're right, i'm sorry."
6,8,chandler:," nah, nah, it's okay. i feel like i need to be in guy place. you know, do kind of like a man thing."
6,8,monica:, yeah. go over to joey's. go over to joey's and drink some beer and hammer up some drywall.
6,8,chandler:, you know when guys hang out they don't just drink some beer and hammer up drywall?
6,8,monica:," when girls hang out, we don't have pillow fights in our underwear. i'm sorry. we do. we do. i don't know why i said that. "
6,8,joey:, hey chandler. come on in. we're knitting pot holders.
6,8,chandler:," no thanks, josephine. "
6,8,chandler:," hey ross, i was wondering if ' oh my god!! where are all the men??? "
6,8,rachel:," ohh, hi, kim."
6,8,kim:, hi rachel.
6,8,rachel:," yeah, remember that thing i told you that happened yesterday? well it didn't happen."
6,8,kim:, you didn't cancel the fabric order from taiwan?
6,8,rachel:," okay, two things didn't happen. remember i told you that someone made out with ralph lauren in the copy room? well, it turns out that's not true."
6,8,kim:, that's not true?
6,8,rachel:, no.
6,8,kim:," oh that's interesting? because i checked and only one keycard was used to access the copy machine yesterday during lunch and that keycard belonged to you, rachel."
6,8,rachel:," oh no, no, no. oh god, you think i made out with him."
6,8,kim:, listen to me. if you think sleeping with ralph is going to get you my job. you are sadly mistaken.
6,8,rachel:, i i don't want your job. i i don't. ohh this is such a mistake. i did not make out with him. nobody made out with him. i did not use my keycard yesterday. i don't even know how to use my keycard. 
6,8,kim:, hi kim. 
6,8,kim:," yeah, nothing happen. you could cut the sexual tension in here with a knife. "
6,8,hillary:," and after that, what could i do except become a chef."
6,8,ross:, mmm hmm.
6,8,hillary:," and someday soon, i hope to open my own restaurant."
6,8,ross:, mmm.
6,8,hillary:," you know, you're a really great listener. most guys i go out with, they just talk and talk."
6,8,ross:, mm hmm.
6,8,hillary:," after a while it's like, shut your mouth, you know?"
6,8,ross:, hmm hmm.
6,8,hillary:, i've probably been talking too much. why don't we talk about you a little bit?
6,8,ross:, mmm unmm.
6,8,hillary:, come on. i want to know.
6,8,ross:," hmm hmm hmm. okay. i, uh, am from long island. i i came to the city for college. um, i, um, have a 5 year old son and in my spare time i like to read spy novels. but, but, let's talk more about you. hmm. "
6,8,joey:," so what's really neat. if you sear the stems of the flowers first in a frying pan, your arrangement will look fresh much longer."
6,8,monica:," oh my god, joey, that is such a great tip."
6,8,chandler:," monica, could you excuse us for a second? i need to talk to the girl with the flowers."
6,8,monica:," okay. oh but joey, come over later because i'm going to teach you to make a bird feeder out of just a pine cone and some peanut butter."
6,8,joey:," ohh, i love birds. "
6,8,chandler:, what is the matter with you ?!?
6,8,joey:, what?
6,8,chandler:," you're arranging flowers! you got dead flowers! you got a picture, a picture, of a baby dressed like flowers! this is not joey!!"
6,8,joey:," hey. hey look i am still joey, okay. flowers they're just, you know, they're nice to look at. and that happens to be a picture by a famous artist. of a famous baby."
6,8,chandler:, you're turning into a women.
6,8,joey:, no i'm not. why would you say that? that's just mean.
6,8,chandler:, now i've upset you? what did i say?
6,8,joey:," it's not what you said. it's the way you said it '.oh my god, i'm a women!!! "
6,8,rachel:," now, she thinks that i made out with him and i did it to get her job."
6,8,phoebe:, but why didn't you just tell her the truth.
6,8,rachel:, i did but she doesn't think anyone would be stupid enough to confuse kenny the copy guy with ralph lauren.
6,8,phoebe:," well, hey, what if kenny were the real brains behind the whole company? you know. what if kenny hired that ralph lauren guy to be the pretty front man? huh, did she ever think of that?"
6,8,rachel:," you were with kenny today, weren't you?"
6,8,phoebe:, just for a second.
6,8,rachel:," ohh, phoebe, what am i going to do?"
6,8,phoebe:," well, the only thing you can do. sleep with ralph lauren."
6,8,rachel:," i'm not going to sleep with ralph lauren. i mean, i could, but i wouldn't."
6,8,phoebe:," ohh, sleep with kenny."
6,8,rachel:, that wouldn't help me.
6,8,phoebe:," ohh, yes it would. "
6,8,hillary:, i've had a really good time tonight.
6,8,ross:, mmm.
6,8,hillary:," you know, i rarely connect with someone this much on the first date."
6,8,ross:," hmm hmm hmm. me, neither. i've had a really good time too, you know. "
6,8,hillary:, are you going to eat that bread?
6,8,ross:," ohh, i just like the smell. mmmm."
6,8,hillary:, you make me laugh.
6,8,ross:, hmm hmm.
6,8,hillary:, would you like to move over to the couch?
6,8,ross:, mmm hmm. 
6,8,hillary:, maybe i'll just turn the lights down a little.
6,8,ross:, how about all the way.
6,8,hillary:, okay. 
6,8,ross:," wow, cool poster. or should i say groovy poster? so, ahh, where were we?"
6,8,hillary:, are those your teeth??
6,8,ross:," ohh, you can see them, huh?"
6,8,hillary:, yes. they're insanely white.
6,8,ross:," i i, did that for you."
6,8,hillary:, what's a matter with you?
6,8,ross:, what's a matter with me? you've got a black light. it's 1999! 
6,8,rachel:," kim, hi."
6,8,kim:," hi rachel. ohh, i've been meaning to ask you. have you seen the new ralph lauren sheets? ohh, what am i thinking. of course you have."
6,8,rachel:, okay..okay.. look. i'm sorry that i lied to you before. you were right. ralph and i were an item but were not anymore.
6,8,kim:," oh, really?"
6,8,rachel:," yeah, he dumped me. he said, ""rachel, i can't do this. even though you are a very, very, very beautiful women. i can't do this. i'm married and i'm sorry."" and then i don't know why but he said, ""and you will never get promoted. especially not above kim, who is an integral cog in the ralph lauren machine."""
6,8,kim:, hi kim. 
6,8,kim:, oh my god. he just gave you the coldest look i have ever seen. it's like he hates you. then it is true.
6,8,rachel:, of course it's true and it hurts so bad.
6,8,kim:, ohh honey come here. ohh it will be ok. we've all been there.
6,8,rachel:, you and ralph?
6,8,kim:, kenny the copyboy. ending credits 
6,8,janine:, hey.
6,8,joey:," hey, uhh, i need to talk to you."
6,8,janine:, what's the matter? are you upset?
6,8,joey:," i'm sorry but we've got to get rid of all this girlie stuff in here. i, uh, i got to be a man! okay. the living room has to remain a guy place, okay? that's just the way it has to be."
6,8,janine:," well, if that's what you want. i'll just put it all in my room."
6,8,joey:," great 'great 'and thanks for being so understanding. i mean, i didn't want to make a big deal out of this, you know. you could, uh, put the picture of the famous baby in my room. i mean, if you want to."
6,8,janine:, okay.
6,8,joey:," and, uhh, maybe the watering can there."
6,8,janine:, sure.
6,8,joey:, and a couple of these little tiny boxes.
6,8,janine:, joey? do you want me to put it all in your room?
6,8,joey:, okay.
6,9,monica:," okay, great!  bye. so guess who's coming to thanksgiving dinner?"
6,9,chandler:, sydney portier? hehheh. 
6,9,monica:," i miss rachel. no, my parents."
6,9,chandler:," oh! that's great, they haven't seen the place since i moved in! "
6,9,monica:," yeah, and y'know, if you could not mention to them that we live together, that would be great! , i was thinking we would eat around four. "
6,9,chandler:, why can't i tell them that we live together?
6,9,monica:, because they don't know we're dating. do you think we should eat in the kitchen? 
6,9,chandler:, why haven't you told them?!
6,9,monica:," um, well, i was going to, i i i really was. but um, then somewhere, just out of nowhere, i didn't."
6,9,chandler:, why haven't you told them?! wouldn't they be happy?!
6,9,monica:, so! dinner in the kitchen around four! i'll see you then. 
6,9,chandler:, why wouldn't they be happy?
6,9,monica:," well, um, because mainly, um, they don't like you. i'm sorry."
6,9,chandler:, what? what? why?!
6,9,monica:," maybe because you used to be aloof, or that you're really sarcastic, or that, y'know, you joke around all the time. or that you take off your clothes and throw them on the couch."
6,9,chandler:, is this why they don't like me or why you don't like me?
6,9,monica:," look, i know that i should've told them. i know i shouldn't care what they think. i'm sorry. "
6,9,chandler:," y'know, it'll be okay. it'll be okay. because when they come over, i will be all charming, i will make them fall in love with me, and then we'll tell ''em."
6,9,monica:, you really think that'll work?
6,9,chandler:," hey, i can be pretty charming, babe, i won you over, didn't i?"
6,9,monica:, i don't think you'll ever get my parents that drunk! opening credits 
6,9,chandler:," hey! oh, good, ross! you're parents like me, right? "
6,9,ross:," yes, of course they like you!"
6,9,chandler:, well monica just told me that they don't.
6,9,ross:," yeah, they don't like you."
6,9,chandler:, do you know why?
6,9,ross:," i dunno, maybe it's because you're really sarcastic. or maybe it's cause you uh "
6,9,chandler:, well if people don't know they shouldn't just guess! 
6,9,chandler:," this is great, another thanksgiving with nothing to give thanks for."
6,9,joey:," maybe i could give thanks for you shuttin' up, eh?"
6,9,chandler:, maybe i could give thanks by taking my playstation over to my new apartment.
6,9,joey:, well maybe i love ya'.
6,9,chandler:, hey.
6,9,chandler:, hey. 
6,9,janine:, hey guys! 
6,9,ross:," no i don't want to play video games, joey!"
6,9,janine:, are you guys going to chandler's for thanksgiving?
6,9,joey:," yeah! yeah, why? what's up?"
6,9,janine:," well, me and my dancer friends are thinking of doing thanksgiving uptown. i thought you guys might like to come."
6,9,ross:, for real?
6,9,janine:," no, but you should go to chandler's. because none of us knows how to cook, we'll probably just end up drinking all day."
6,9,joey:," ye ye, we go to yours!"
6,9,ross:," yeah, see, we we we have to stop across the hall, because it's my sister. but, uh, uh y'know actually, growing up with a sister was nice because it really helped me understand women. yeah, you you should tell your friends that."
6,9,janine:, okay. 
6,9,joey:," how you got three women to marry you, i'll never know. "
6,9,phoebe:, hey!
6,9,all:, hey!
6,9,rachel:," hey! hey, pheebs, check it out. yeah, for my desert, i have chosen to make a traditional english truffle!"
6,9,phoebe:," wow, that sounds great! and what are you making monica, in case rachel's dessert is... "
6,9,monica:, nothing.
6,9,rachel:, nothing?
6,9,monica:," no, sweetie, i i trust you."
6,9,rachel:," so, if if i mess this up, there's nothing else for dessert?"
6,9,monica:, you're not gonna mess it up.
6,9,rachel:," wow, monica, i love that, you really have faith in me. thank you. technical question, how do you know when uh, the butter's done?"
6,9,monica:, hey!
6,9,all:, hey!
6,9,joey:," oh, ooh the food smells great, mon!"
6,9,ross:, and the place looks so nice!
6,9,joey:," yeah, hey hey, happy thanksgiving everybody!"
6,9,ross:, happy thanksgiving!
6,9,joey:," well, this has been great!"
6,9,ross:, see ya! 
6,9,monica:, whoa whoa whoa! where're you goin'?
6,9,ross:," oh, oh, we did say we'd stop by this little thing joey's roommate is having."
6,9,monica:," oh, janine, the really hot dancer girl?"
6,9,ross:," some would say she's attractive, yes."
6,9,phoebe:, and who else is going to be there?
6,9,joey:," uh, some of her friends, yeah."
6,9,rachel:, her dancer friends?
6,9,joey:," yes, all right? all of her hot dancer friends are gonna be there and they're gonna be, be drinkin' and dancin, and we really wanna go!"
6,9,ross:," dude, we were good!"
6,9,monica:," you're not gonna go anywhere, you said you were gonna eat here, and you're gonna eat here!"
6,9,phoebe:," yeah, and and leaving us to go see hot dancer girls is not very thanksgivingy."
6,9,ross:," oh, but but it is, uh, it's just like the first thanksgiving, when the indians and the pilgrims uh, sat down to dinner."
6,9,joey:, hi!
6,9,all:, hi! 
6,9,monica:," oh yes of course, hello chandler."
6,9,chandler:," mr. and mrs. geller, you look wonderful, it is great to have you hear, let us take off your coats! "
6,9,chandler:, no. 
6,9,monica:, my joke wasn't funny. 
6,9,phoebe:," rach, rach, i just remembered. i had a dream about mr. geller last night."
6,9,rachel:, really?!
6,9,phoebe:," yeah, i dreamt that he saved me from a burning building and he was so brave and so strong! and it's making me look at him totally differently. y'know, i mean he used to be just, y'know jack geller monica and ross's dad and now he's he's jack geller, dream hunk."" "
6,9,rachel:," i dunno. y'know to me he'll always be jack geller, walks in while you're changing. "
6,9,monica:," y'know dad, chandler is one of ross's very best friends!"
6,9,chandler:," i always thought that too. tell me, what does your father do? "
6,9,chandler:, he's the headliner of a gay burlesque show. 
6,9,joey:," rach, you're killin' us here, will ya serve the dessert already? those drunken dancers are waiting! "
6,9,rachel:," look at it, isn't it beautiful?"
6,9,ross:," yeah, yeah, what is it?"
6,9,rachel:," it's a truffle. it's got all of these layers. first there's a layer of ladyfingers, then a layer of jam, then custard, which i made from scratch, "
6,9,ross:, w what was the one right before bananas?
6,9,rachel:," the beef? yeah, that was weird to me, too. but then, y'know, i thought well, there's mincemeat pie, i mean that's an english dessert, these people just put very strange things in their food, y'know. oh! by the way, can i borrow some rum from your place?"
6,9,joey:, y sure!
6,9,rachel:, okay. 
6,9,ross:," beef in a dessert?! i no no no, there is no way! "
6,9,joey:," i know, and only one layer of jam?! what is up with that? "
6,9,ross:," oh my god, the pages are stuck together!"
6,9,joey:, chandler!
6,9,ross:," oh my god, she she made half a english trifle, and half a...sheperd's pie!"
6,9,joey:, oh man! now she's gonna start all over! we're never gonna get to introduce the hot girls to the new world!
6,9,ross:," no, no, we will. we just won't tell her she messed up."
6,9,joey:, just let her serve the beef custard thing?
6,9,ross:," yeah, it'll be like a funny thanksgiving story!"
6,9,joey:, vomiting stories are funny... 
6,9,rachel:," joey, god, your apartment is like a hundred degrees!"
6,9,joey:, did did it make you wanna walk around in your underwear?
6,9,rachel:, no!
6,9,joey:, still not hot enough! 
6,9,phoebe:, rachel?
6,9,rachel:, yeah?
6,9,phoebe:," okay, look at him. look at those strong hands. oh what i wouldn't give to be that can of condensed milk. "
6,9,monica:," oh, thank you chandler! i just bought it."
6,9,chandler:, i think he's stoned again.
6,9,chandler:, what?
6,9,monica:, what?
6,9,ross:," dude, i need to talk to you a sec. "
6,9,ross:," okay, i think i might know why my parents don't like you."
6,9,chandler:, you do? why?
6,9,ross:," okay, remember, we were young. hey, spring break, sophomore year, i got high in my bedroom and my parents walked in and smelled it and so i told them that you had gotten stoned and jumped out the window."
6,9,chandler:, what?! why did you do that?
6,9,ross:," i don't know, aheh, your's was the first name that that popped into my head, i'm i'm sorry. i i didn't think it would matter."
6,9,chandler:, how could it not matter?!
6,9,ross:," how was i supposed to know we'd end up being friends after college, let alone you you would be living with my sister?"
6,9,chandler:, what about all that friends forever stuff?
6,9,ross:," i don't know, i i was all high. commercial break "
6,9,monica:, mom and dad just sent me in here to find out if you were trying to get ross stoned!
6,9,chandler:, your parents caught ross smoking pot in college and he blamed it on me!
6,9,monica:," ross, i can't believe you'd do that!"
6,9,chandler:," the reason we haven't told them we're together is because they hate me, okay? so will you fix this?"
6,9,ross:," okay, okay, i'll tell ''em it wasn't chandler who got high. now who should i say it was?"
6,9,monica:, you! it's not like it's a big deal! you you don't still do it or anything!
6,9,ross:," alright, alright, now now who should i say tricked me into doing it? "
6,9,monica:," dad, please don't pick your teeth out here! alright, and if you're gonna put your feet up, why don't you sit on the "
6,9,phoebe:," monica, leave him alone! "
6,9,joey:, will you hurry up? did you not hear me before when i told you that all of janine's friends are dancers?! and that they're going to be drinking alot!?
6,9,rachel:," no, i did, but tell me again, because it's so romantic."
6,9,joey:, well you're whippin' so slow! can't you do it any faster?
6,9,rachel:," joey! come on! i don't wanna make any mistakes, alright? this is the only dessert and if i screw it up everybody's gonna be like oh, remember that thanksgiving when rachel screwed up the trifle? "
6,9,rachel:," so why don't you just let me worry about making the trifle and you just worry about eating it, alright?"
6,9,joey:, oh i am! 
6,9,monica:," ross, if you don't tell them, then i will!"
6,9,ross:," okay, fine! "
6,9,joey:, ross! can i talk to you for a second?
6,9,ross:," oh, uh, can it wait a second joey? i have to tell my parents something. no it can't? okay. "
6,9,joey:," okay, look, i think we have to tell rachel she messed up her dessert."
6,9,ross:," what?! what is with everybody? it's thanksgiving, not...truth day!"
6,9,joey:," look, when everyone eats that...that...banana meat thing, they're all gonna' make fun of her, do you want that?"
6,9,ross:," okay, okay, we'll just get everyone to act like they like it. that that way noone makes fun of her and we still get to go to sweet potatoe pie! "
6,9,joey:," dude, they're not objects. "
6,9,joey:," just kiddin,' i'll talk to them, you distract rach. "
6,9,ross:," hey rach, can i talk to you outside for a second?"
6,9,rachel:, okay... 
6,9,rachel:," what's up, ross?"
6,9,ross:," so um...thanksgiving. the holiday season is upon us, hm? "
6,9,rachel:, yeah!
6,9,ross:, and um...you look nice today.
6,9,rachel:," oh no. no ross, don't do this."
6,9,ross:, what?
6,9,rachel:, i just i don't think us getting back together is a good idea.
6,9,ross:, eh?
6,9,rachel:," i thought this might happen today. ross, i know the holidays can be rough. y'know? and it's probably really hard for you to be alone right now."
6,9,ross:, you're alone.
6,9,rachel:," no, i i live with phoebe. i mean you're alone, alone. and i just it's just not the time for us. i'm sorry."
6,9,ross:," ah well, can't blame a guy for trying! "
6,9,joey:," oh and okay, and uh if anyone needs help pretending to like it, i learned something in acting class, try uh, rubbing your stomach or uh, or saying mmm and uh, oh oh! and smiling , okay?"
6,9,chandler:," yeah, i'm not gonna pay for those acting classes anymore. "
6,9,joey:," rachel, there you are! come on, let's serve that dessert already!"
6,9,rachel:," joey, you're gonna have to stop rushing me, you know what? you don't get any dessert."
6,9,joey:, really?
6,9,rachel:," no, i'm just kidding i would never do that to you! okay, everybody, it's trifle time!"
6,9,phoebe:," so, now, rach, this is a traditional english trifle, isn't it?"
6,9,rachel:, it sure is.
6,9,phoebe:, wow. so then did you make it with beef or eggplant?
6,9,rachel:, beef.
6,9,phoebe:, i can't have any. you know i don't eat meat. ohhh no. 
6,9,rachel:," alright, monica, i want you to have the first taste."
6,9,monica:, really? 
6,9,rachel:," oh oh oh, wait! you only got whipped cream in there! ya gotta take a bite with all the layers!"
6,9,monica:, okay. 
6,9,rachel:," op! wait, you dropped a pea. "
6,9,rachel:, well?
6,9,monica:, mmmm! it's good!
6,9,rachel:, really? how good? 
6,9,monica:," it's so good, that i feel really selfish about being the only one who's eating it, that i think we should have everyone taste how good it is. especially ross. "
6,9,all:, mmm.
6,9,chandler:, i'll help you dial. 
6,9,monica:," i'm gonna go into the bathroom so i can look at it in the mirror, as i eat it. "
6,9,rachel:," okay, now what was that all about? is it does it not taste good? let me try it. "
6,9,ross:, wha? no no! ah! all gone! so good! maybe chandler has some left. 
6,9,ross:, it tastes like feet!
6,9,joey:, i like it.
6,9,ross:, are you kidding?
6,9,joey:, what's not to like? custard? good. jam? good. meat? gooooood. 
6,9,rachel:," ...so a bird just grabbed it, and then tried to fly away with it and, and then just dropped it on the street? "
6,9,chandler:," yes, but if it's any consolation, before the bird dropped it, he seemed to enjoy it. "
6,9,phoebe:," rachel, come here. okay, i was just starting to take my thanksgiving nap, and i had another dream about jack."
6,9,rachel:," oh, phoebe, do i wanna hear this?"
6,9,phoebe:," i dunno, let's see! so, okay, i dreamt that we were gonna get married, and he left, becuz he had to go fight a fire. and, um, so okay, i went to a night club, and i saw him making out with a girl."
6,9,rachel:," oh my god, he dream cheated on you!"
6,9,phoebe:," boy, i'm glad i wore the big belt today."
6,9,phoebe:," five minutes ago, a line like that would've floored me. now nothing. well, not nothing, i am still a woman. "
6,9,monica:, ross? let's go.
6,9,ross:," oh yeah, about telling mom and dad, i was thinking about maybe writing a letter."
6,9,monica:," alright, you know what? that's it. you've had your chance."
6,9,ross:, wha what?
6,9,monica:, what?!
6,9,ross:, yes. 
6,9,ross:, it was you?
6,9,monica:," and dad, y'know that mailman that you got fired? he didn't steal your playboys! ross did! "
6,9,ross:," yeah, well, hurricane gloria didn't break the porch swing, monica did! "
6,9,monica:, ross hasn't worked at the museum for a year! 
6,9,ross:, monica and chandler are living together! 
6,9,monica:, ross married rachel in vegas! and got divorced! again!!!! 
6,9,phoebe:, i love jacques cousteau!
6,9,rachel:, i wasn't supposed to put beef in the trifle!
6,9,joey:, what happened son?
6,9,ross:," chandler! you've been ross's best friend all these years, stuck by him during the drug problems. and now you've taken on monica as well. well, i don't know what to say. you're a wonderful human being. "
6,9,chandler:," no! thank you! monica, and ross! i don't know what i'm gonna do about the two of you!"
6,9,chandler:, i'll talk to them! closing credits 
6,9,rachel:," you guys! it was bananas, cream, and beef! i i just cannot believe that you ate that so that i wouldn't feel bad!"
6,9,monica:," well actually, i i didn't eat mine. it's still in the bathroom."
6,9,joey:, well we left ours in monica's bedroom.
6,9,joey:," nope, got it and i got yours too. "
6,10,chandler:," let me ask you, why is everybody using these tiny lights nowadays? i remember when people used to use big lights."
6,10,rachel:," that's a good story, grandpa. "
6,10,ross:, hey
6,10,all:, hey
6,10,ross:," wow, monica's letting other people help decorate her tree! did someone get her drunk again or?"
6,10,monica:, having a perfectly decorated tree is not what christmas is about. it's about being with the people that you love.
6,10,phoebe:, that is nice and we're done. tada! 
6,10,chandler:," i dunno what it is, it just doesn't quite feel like christmas to me."
6,10,monica:," oh, here. "
6,10,chandler:, see now it feels like christmas! opening credits 
6,10,ross:," ' and that's the story of the dreidle. now, some people trace the christmas tree back to the egyptians, who used to bring green palm branches into their huts on the shortest day of the year, symbolising life's triumph over death. and that was like 4000 years ago."
6,10,rachel:," so, pretty much around the same time that you started telling this story. "
6,10,joey:, hey you guys.
6,10,chandler:, hey joe what's up?
6,10,joey:," i had to get out of the apartment. janine is like stretching all over the place. y'know, everywhere i look she's like ' "
6,10,chandler:, i can see why that's hard to resist.
6,10,joey:, i like her so much!
6,10,monica:," aw, i'm sorry sweetie that she doesn't feel the same way."
6,10,joey:, i know. and she's so sweet. i just wanna feed her grapes and brush her hair.
6,10,chandler:," you are aware that she's not a monkey, right?"
6,10,ross:," i am so over janine. i mean, yeah, at first i thought she was hot, but now she's like old news! "
6,10,janine:, hey guys!
6,10,ross:, hi janine!
6,10,janine:, i just got a call to be a dancer on a television special for new year's eve. it's called some sort of dick'n rock'n dickie eve.
6,10,monica:, hold it! are you talking about dick clark's new year's rocking eve?
6,10,janine:," yeah, that's what i said."
6,10,monica:, oh my god! we love that show! i mean ross and i have been watching it since i can remember!
6,10,chandler:," ah, you're still just a little fat girl inside aren't you? "
6,10,janine:, well i'm gonna be on it this year. i'm gonna be one of the party people.
6,10,ross:, you're gonna be a party person! those guys rock the most!
6,10,janine:, well they said i should bring someone. do you wanna be my dance partner?
6,10,joey:, totally! i would love to spend new year's with you.
6,10,janine:, well actually they're taping tomorrow. i don't really understand why.
6,10,ross:," oh, well you see how it works is, the part with dick clark in times square is actually live, but they tape some of the party stuff ahead of time. yeah, not a lot of people know that."
6,10,janine:," yeah well, do you guys wanna come too?"
6,10,ross:, are you serious?
6,10,monica:, we are there! 
6,10,chandler:," what, what are you laughing at?"
6,10,rachel:," well, i used to date him, but you're still going out with her! "
6,10,janine:, thanks. great so we can all go together! i gotta run. catch you later! 
6,10,all:, bye!
6,10,ross:, bye janine!
6,10,joey:, did she just ask me out on a date?
6,10,chandler:, i don't think so.
6,10,monica:, what are you talking about? she just invited him to the biggest party of the millennium!
6,10,rachel:," yeah, but she also invited you and ross. yeah, honey, i'm sorry, but i don't think that was a romantic thing."
6,10,joey:," oh. maybe. but hey i know how i can find out. we're going to a new year's eve party, right? so at midnight, i can kiss her. and if she kisses me back, great! y'know? but if she says ''dude, what the hell are you doing?' i can say ''it wasn't me, it was new years!'"
6,10,rachel:," well, that's a lot better than ross trying to kiss me in high school, and saying that he did it because he needed chapstick."
6,10,ross:, it was a dry day.
6,10,monica:, we are going to dick clark's new year's rocking eve!
6,10,ross:, oh my god!
6,10,monica:, oh my god!
6,10,chandler:, oh my god! 
6,10,joey:," ok, listen i've been on sets before, so let me give you a little advice, alright? it's a show, but we're just dancing, ok? it's no big deal. the important thing to remember  stay cool."
6,10,ross:, got it! 
6,10,ross:, oh my god it's just like i dreamed it!
6,10,director:, ''scuse us
6,10,director:," here's what's gonna happen. the music's gonna start, you're gonna dance, we're gonna tape, you don't look at the camera. any questions?"
6,10,ross:," yeah, i have a question. when is this gonna air? "
6,10,director:," uh, yeah. now you guys dance over there, you guys over there, and i want you two right around here, and everyone else spread out."
6,10,joey:, ross! so when is it gonna air? 
6,10,rachel:," okay, you look in the kitchen, i will look in the back closet."
6,10,chandler:," i can save you time ladies, i'm right here."
6,10,phoebe:," yeah, chandler why don't you take a walk? this doesn't concern you."
6,10,rachel:, we are looking for our christmas presents from monica.
6,10,chandler:, what? that's terrible!
6,10,phoebe:," no no, we do it every year!"
6,10,chandler:," oh well, that makes it not terrible."
6,10,phoebe:," no, yeah, we never find them! she's always best at us that wily minx."
6,10,rachel:," don't worry, we're just gonna search here for an hour, them we're gonna go over to joey's and search, ok?"
6,10,chandler:," no not okay, you can't look for monica's presents!"
